accoglienza.sale_meeting,consolato.orari.apertura,cap,consolato.console,agenzia.intestazione,accoglienza.direttore,accoglienza.residences,id,tipi_specifici,divertimento-e-ristoro.orari.note,accoglienza.descrizione,accoglienza.stelle,divertimento-e-ristoro.cucina,consolato.pec,citta,fax,indirizzo,telefono,web,consolato.orari.note,divertimento-e-ristoro.orari.apertura,tipi,divertimento-e-ristoro.orari.giorni,consolato.orari.giorni,consolato.stato,email,divertimento-e-ristoro.orari.chiusura,accoglienza.gestione,accoglienza.camere,nome,divertimento-e-ristoro.informazioni,consolato.orari.chiusura,mobile
,,90138,,,,,198,"bed and breakfast, B&B",,".... accoglienza, cordialit??, ospitalit??, calore, charme, luce, storia, romanticismo, colori .... A pochi passi dal centro storico di Palermo, da Piazza Politeama, dal Teatro Massimo, da via Libert??, via Ruggero Settimo e via Roma (le vie dello shopping), il B&B Houel 30 ?? un'elegante struttura in cui poter trascorrere il vostro soggiorno in pieno relax. La conduzione familiare crea un rapporto cordiale e diretto con gli ospiti. Il B&B HOUEL30 L'appartamento ?? ubicato al quarto piano di una palazzina di fine 800(con ascensore), recentemente ristrutturato in uno stile che unisce il moderno a ricordi del passato e alla tradizione siciliana. Dal B&B, grazie alla sua posizione centrale si possono raggiungere comodamente a piedi i pi?? importanti monumenti della citt??, musei e mercati quali la Vucciria, Ballar?? ed il Capo. Servito da mezzi pubblici, sono facilmente raggiungibili Mondello, Sferracavallo e Monreale. La zona ?? servita da numerosi ristoranti e locali tipici.",3,,,Palermo,,Houel 30,0915077159,http://www.houel30.com,,,accoglienza,,,,p.scaccianoce@tin.it,,,,Houel 30,,,3389143692
,,90151,,,,,200,"bed and breakfast, B&B",,,2,,,Palermo - Mondello,,Il banano,091455926,http://www.ilbanano.com,,,accoglienza,,,,info@ilbanano.com,,,2,Il banano,,,
,,90151,,,,,203,"bed and breakfast, B&B",,,3,,,Palermo - Mondello,,Il Glicine sul Golfo,091453260,http://www.sicily-accomodation.com,,,accoglienza,,,,mondello@ilglicine.net,,,1,Il Glicine sul Golfo,,,3391343286
,,90134,,,Simona Arnone Di Valentino,,130,"bed and breakfast, B&B",,,3,,,Palermo,,4 Quarti,091583687,http://www.quattroquarti.it,,,accoglienza,,,,info@quattroquarti.it,,,4,4 Quarti,,,3478547209
,,90124,,,Giuseppe Jaforte,,132,"bed and breakfast, B&B",,,3,,,Palermo,,A casa di Gi??,091586455 - 3358428892,http://www.acasadigiu.com,,,accoglienza,,,,info@acasadigiu.com,,,1,A casa di Gi??,,,
,,90133,,,,,133,"bed and breakfast, B&B",,,3,,,Palermo,,A casa di Mom??,,,,,accoglienza,,,,gandolfosausa@virgilio.it,,,3,A casa di Mom??,,,3281770710
,,90134,,,,,135,"bed and breakfast, B&B",,,3,,,Palermo,,Abal?? Gran Sultanato,,http://www.abali.it,,,accoglienza,,,,sultano.abali@gmail.com,,,4,Abal?? Gran Sultanato,,,3383352997
,,90133,,,,,136,"bed and breakfast, B&B",,,3,,,Palermo,,Abatellis Luxury,0916169858,http://www.abatellisluxury.it,,,accoglienza,,,,abatellisluxury@virgilio.it,,,3,Abatellis Luxury,,,3663667370
,,90139,,,,,137,"bed and breakfast, B&B",,,3,,,Palermo,,Afea,0919768392,http://www.bbafea.it,,,accoglienza,,,,info@bbafea.it,,,5,Afea,,,3331031315
,,90141,,,,,139,"bed and breakfast, B&B",,"Il nostro accogliente B&B si trova in una posizione centralissima. A pochi passi dal teatro Politeama, difronte alla bella Villa Trabia ed alla Chiesa di Terrasanta a fianco del cinema-teatro Golden, sede delle maggiori manifestazioni concertistiche palermitane. A 100 metri dalla stazione Metro Notarbartolo, quindi facilmente raggiungibile sia dall'aeroporto che dalla stazione ferroviaria. Zafferano, menta, anice, gelsomino, cannella e limone si respirano attraverso l'allestimento tematico delle diverse stanze e sono gli elementi a cui ciascuna di esse si ispira.In ogni stanza ?? stata creata un'atmosfera unica legata agli odori di Sicilia usati nella nostra cucina e radicati nelle nostre tradizioni, creando un clima particolare in cui le sensazioni divengono le forme pi?? intense del ricordo. 3 Stelle , frigobar, Camere 5 (bagni 5) Posti letto 10",3,,,Palermo,,Agramante,091347417,http://www.bbagramante.it,,,accoglienza,,,,amministrazione@bbagramante.it,,,5,Agramante,,,3927225398
,,90141,,,Giuseppe Marino,,141,"bed and breakfast, B&B",,,2,,,Palermo,,Ai Girasoli,0917846949,http://www.aigirasoli.weebly.com,,,accoglienza,,,,info@aigirasoli.com,,,4,Ai Girasoli,,,3285544026
,,90129,,,,,142,"bed and breakfast, B&B",,,3,,,Palermo,,Ai Normanni,,http://www.ainormanni.it,,,accoglienza,,,,info@ainormanni.it,,,3,Ai Normanni,,,3935447956 - 3381504260
,,90134,,,Fabrizio Farana,,143,"bed and breakfast, B&B",,,3,,,Palermo,,Al 316,0919763595,http://www.316-beb.com,,,accoglienza,,,,beb-centrale316@hotmail.it,,,5,Al 316,,,
,,90127,,,,,144,"bed and breakfast, B&B",,,2,,,Palermo,,Al civico 10,,http://www.alcivico10.it,,,accoglienza,,,,alcivico10@hotmail.it,,,3,Al civico 10,,,3464768212
,,90133,,,Claudio Cutrona,,153,"bed and breakfast, B&B",,,1,,,Palermo,,Alla Vucciria,0912511184,http://www.allavucciria.com,,,accoglienza,,,,info@allavucciria.com,,,4,Alla Vucciria,,,3312701303
,,90138,,,Antonella Oddo,,157,"bed and breakfast, B&B",,,2,,,Palermo,,Antonella,091320125,http://www.antonellaoddo.com,,,accoglienza,,,,infobox@antonellaoddo.com,,,2,Antonella,,,3297633533
,,90133,,,,,159,"bed and breakfast, B&B",,"L'Art Lincoln ?? un elegante bed and breakfast nel centro di Palermo, bellissima struttura seppure centrale molto silenziosa. A breve distanza a piedi dalla stazione ferroviaria e dai mezzi pubblici. Servizi di alta qualit?? .Premiato per la qualit?? nel 2009. Terrazza fruibile dagli ospiti per rilassarsi col profumo dei fiori Le confortevoli descrizione hanno tutte bagno interno. Atmosfera accogliente e molto familiare ma non invadente. Il cordiale personale dell'Art Lincoln vi assister?? per l'intero soggiorno.",3,,,Palermo,,Art Lincoln,0916177715,http://www.bedandbreakfast-palermoart.com,,,accoglienza,,,,info@bedandbreakfastpalermoart.com,,,,Art Lincoln,,,3285445482
,,90134,,,Emilio Aiovalasit,,161,"bed and breakfast, B&B",,,2,,,Palermo,,Atlante,091214777,http://www.bedandbreakfastatlante.com,,,accoglienza,,,,info@bbatlante.com,,,2,Atlante,,,3336273406
,,90133,,,,,162,"bed and breakfast, B&B",,,2,,,Palermo,,Atlantide,0916161956,http://www.bbatlantide.com,,,accoglienza,,,,bbatlantide@gmail.com,,,3,Atlantide,,,3290670511 - 3296420099
,,90133,,,,,163,"bed and breakfast, B&B",,,3,,,Palermo,,Attarin,0915089696,http://www.bebattarin.com,,,accoglienza,,,,bebattarin@gmail.com,,,1,Attarin,,,3806876160 - 3891799762
,,90143,,,,,164,"bed and breakfast, B&B",,,3,,,Palermo,,Attic 12,091342666,http://www.wix.com/attic12/attic-12,,,accoglienza,,,,francescomorra2@tin.it,,,1,Attic 12,,,3333100546
,,90143,,,Francesca Amenta,,165,"bed and breakfast, B&B",,,2,,,Palermo,,Az-Zahar,,http://www.az-zahar.it,,,accoglienza,,,,info@az-zahar.it,,,2,Az-Zahar,,,3290424748
,,90139,,,,,166,"bed and breakfast, B&B",,,3,,,Palermo,,B&B Florio,,http://www.bbflorio.it,,,accoglienza,,,,info@bbflorio.it,,,4,B&B Florio,,,3393773444 - 3464743837
,,90134,,,,,167,"bed and breakfast, B&B",,,3,,,Palermo,,Baglio Judica,,http://www.bagliojudica.it,,,accoglienza,,,,info@bagliojudica.it,,,4,Baglio Judica,,,3357909903
,,90133,,,,,168,"bed and breakfast, B&B",,,3,,,Palermo,,Balarm,0915081575,http://www.balarm-bb.it,,,accoglienza,,,,info@balarm-bb.it,,,2,Balarm,,,3490635321
,,90146,,,,,169,"bed and breakfast, B&B",,,3,,,Palermo,,Benfratelli,0916887232 - 0917542959,http://www.benfratellibb.it,,,accoglienza,,,,info@benfratellibb.it,,,3,Benfratelli,,,3493010303
,,90143,,,,,170,"bed and breakfast, B&B",,"Il B&B Carmelita sar?? lieto di accogliere gli ospiti in un ambiente familiare e amichevole. Il B&B mette a disposizione degli ospiti due descrizione, una matrimoniale e una doppia, dotate di tutti i comfort, climatizzatore, tv, frigobar, connessione internet. Si segnala inoltre la disponibilit?? di parcheggio nel garage condominiale. A disposizione dei clienti phon e macchina caff?? espresso. Il B&B ?? situato nelle vicinanze del porto per chi viaggia con la propria auto o in barca. Inoltre ?? in una zona tranquilla e ben servita: bar, ristoranti, supermercati e negozi per fare shopping e le fermate delle linee principali di autobus e metropolitana, situate in un raggio di 200 metri e da cui sono raggiungibili in 15 minuti il centro storico e la spiaggia di Mondello. Il Giardino Inglese, uno dei parchi principali della citt??, ?? raggiungibile a piedi in 5 min. Simpatia, cortesia, consigli e curiosit?? relative alla Citt?? , renderanno ancor pi?? soddisfacente la vostra vacanza: sar?? un piacere poter partecipare alla programmazione di un itinerario, alla scelta di un'escursione o semplicemente darvi qualche notizia in pi?? da aggiungere a quelle in vostro possesso. E' inoltre a disposizione una fornita bibliografia su Palermo e provincia e della Sicilia in generale.",3,,,Palermo,,Carmelita,0916253681,,,,accoglienza,,,,bnbcarmelita@libero.it,,,,Carmelita,,,3391222310
,,90149,,,,,171,"bed and breakfast, B&B",,,2,,,Palermo,,Casa Acquarello,091451763,,,,accoglienza,,,,info@casacquarello.it,,,3,Casa Acquarello,,,3287323324
,,90144,,,,,172,"bed and breakfast, B&B",,"Il B&B Casa C'un Pari ?? un bellissimo appartamento ristrutturato nel 2009, dotato di tutti i comfort necessari a rendere il vostro soggiorno pi?? confortevole possibile. L'appartamento ?? situato in via E. Restivo n??95, in un quartiere centralissimo e pieno di attivit?? commerciali. La zona offre, infatti, numerosi ristoranti, negozi per lo shopping, oltre a numerosi impianti sportivi come la piscina comunale al chiuso e all'aperto, il bowling, il Circolo del Tennis, campi da golf, lo Stadio sede delle partite dell'U.S. Citt?? di PALERMO, e tanto altro ancora. Inoltre vicinissimi sono anche i mezzi pubblici che vi permetteranno di raggiungere in breve tempo tutti i maggiori luoghi d'interesse come la spiaggia di Mondello o il centro storico.",3,,,Palermo,,Casa c'un Pari,0912523375,http://www.casacunpari.com,,,accoglienza,,,,casacunpari@hotmail.com,,,,Casa c'un Pari,,,3495239315
,,90141,,,,,173,"bed and breakfast, B&B",,,1,,,Palermo,,Casa Carlotta,0916118305,,,,accoglienza,,,,carlottanodice@hotmail.it,,,1,Casa Carlotta,,,3477001921
,,90143,,,,,174,"bed and breakfast, B&B",,,1,,,Palermo,,Casa Mediterraneo,09162548894,http://www.casamediterraneo.it,,,accoglienza,,,,info@casamediterraneo.it,,,1,Casa Mediterraneo,,,3389158839
,,90133,,,,,175,"bed and breakfast, B&B",,"Una vacanza nel centro storico di Palermo, non c'?? niente di meglio per trascorrere qualche giorno nel cuore antico della citt??. Gli ospiti del B&B saranno accolti da un atmosfera magica e mediterranea che le opere dell'artista Anna Maria Sannino (di fama nazionale ed estera) suscitano a chiunque le osservi. Una sala comune accoglier?? gli ospiti per garantire loro un ottimo risveglio con una gradevole prima colazione sperando di ricreare un ambiente piacevole e cordiale. Approfittate del vostro soggiorno nel nostro bed & breakfast e troverete ospitalit??, comfort e tanti buoni consigli sui percorsi da fare e le opere da visitare.",3,,,Palermo,,Casa degli Artisti,0917840398,http://www.casaartisti.it,,,accoglienza,,,,info@casaartisti.it,,,,Casa degli Artisti,,,3343324090
,,90146,,,,,176,"bed and breakfast, B&B",,,3,,,Palermo,,Casa e Putia,091517890,,,,accoglienza,,,,casaeputia@gmail.com,,,4,Casa e Putia,,,3494654233 - 3332261976
,,90141,,,Luca Lepre,,12,"bed and breakfast, B&B",,"Il B&B ai Vicer?? ?? situato a pochi passi dal Teatro Massimo di Palermo, in centro citt??. Le descrizione ampie e confortevoli sono dotati di bagno privato. Il bed and breakfast ?? uno tra i pi?? raccomandati da Tripadvisor vincitore del premio eccellenza 2013.",3,,,Palermo,,Ai Vicer??,0915073915,http://www.bedandbreakfast-palermo.com,,,accoglienza,,,,info@aivicere.com,,,,Ai Vicer??,,,3425605626
,,90144,,,,,129,"bed and breakfast, B&B",,"120 Rodionoff B&B Palermo ?? un bed & breakfast moderno e raffinato situato in una elegante palazzina nel cuore di Palermo, Sicilia. 120 Rodionoff B&B Palermo si trova in una posizione strategica, nel centro di Palermo ma in una zona tranquilla. A soli 5 minuti a piedi dalla fermata della metropolitana Notarbartolo.",3,,,Palermo,,120 Rodionoff,0916250535,http://www.bb-rodionoff.com,,,accoglienza,,,,bb.rodionoff@gmail.com,,,,120 Rodionoff,,,3337091711
,,90138,,,,,131,"bed and breakfast, B&B",,"A casa di amici B&B e Guesthouse! Le due strutture si trovano al centro della citt?? di Palermo. Gli appartamenti, arredati come musei di arte contemporanea sono curati nei minimi dettagli e offrono il massimo del comfort. Le camere sono rilassanti, spaziose e pulite. Il design con cui sono arredate le rende uniche e differenti le une dalle altre. La sala relax con altissimi tetti a volta, ?? il luogo dove gli ospiti in un atmosfera sobria e affascinante possono incontrarsi e rilassarsi, leggere un libro, guardare la Tv, suonare diversi strumenti musicali, tra cui chitarra, percussioni e tanti altri. La ricca colazione viene servita al mattino dalle 8:30 alle 10:00 nella breakfast room. Inoltre a vostra disposizione vi ?? anche una zona cucina confortevole e ben organizzata dove potrete preparare i vostri piatti preferiti. La reception ?? in Via Volturno n??6 ed ?? organizzata in base all'orario d'arrivo da voi indicato al momento della prenotazione. Dopo il check-in vi assegneremo la camera in base alla soluzione da voi scelta e vi consegneremo le chiavi cos?? da farvi sentire a casa lontani da casa. Le opzioni di vendita delle camere sono: *standard = bagno in comune - *deluxe = bagno esterno riservato - *superior = bagno in camera",2,,,Palermo,,A casa di amici,091584884,http://www.acasadiamici.com,,,accoglienza,,,,info@acasadiamici.com,,,,A casa di amici,,,328 3172205
,,90133,,,Fabio Aiovalasit,,134,"bed and breakfast, B&B",,,2,,,Palermo,,Abaco,0917843227,http://www.abacoroom.it,,,accoglienza,,,,aiovalasit@libero.it,,,2,Abaco,,,3385852671
,,90133,,,,,138,"bed and breakfast, B&B",,,3,,,Palermo,,Agata,0916116581,http://www.bbagata.it,,,accoglienza,,,,zephir11475@yahoo.it,,,3,Agata,,,3479119815
,,90133,,,Rosi Loria,,140,"bed and breakfast, B&B",,,3,,,Palermo,,Ai Cartari,0916116372,http://www.aicartari.it,,,accoglienza,,,,rosiloria@tiscali.it,,,1,Ai Cartari,,,3475190315 - 3342098758
,,90127,,,Giovanni Medico,,145,"bed and breakfast, B&B",,,3,,,Palermo,,Al Galileo Siciliano,0916163031,http://www.algalileosiciliano.it,,,accoglienza,,,,info@algalileosiciliano.it,,,5,Al Galileo Siciliano,,,3495606837 - 3207954275
,,90133,,,Donatella Petronio,,146,"bed and breakfast, B&B",,"E' situato nel centro storico della citt??, all'interno del quartiere arabo della kalsa, proprio di fronte la Villa dell'Alloro, a pochi passi dai pi?? rinomati monumenti arabo-normanni di Palermo, vicino alla Galleria regionale di Palazzo Abatellis, alla Piazza Marina con i suoi magnifici Palazzi (Palazzo Chiaramonte-Steri, Palazzo Mirto, Palazzo Fatta), alla chiesa della martarona, ai teatri, alla chiesa della Gancia, facilmente raggiungibile dalla Stazione Centrale, dal Porto e dai terminal delle linee di autobus interregionali. Definito B&B arts, perch?? nelle stanze e negli spazi comuni trovano posto tele, fotografie e sculture di artisti siciliani operanti nell'ambito dei movimenti artistici contemporanei. Nel nostro bed & breakfast troverete non solo le descrizione, elegantemente arredate, con colori in tono all'idea che la stanza esprime, ma anche ampi spazi comuni ed un luminoso cortile dove viene servita la colazione e dove ci si ritrova la sera a chiacchierare con i padroni di casa.",3,,,Palermo,,Al Giardino dell'Alloro,0916176904,http://www.giardinodellalloro.it,,,accoglienza,,,,info@giardinodellalloro.it,,,4,Al Giardino dell'Alloro,,,3382243541
,,90147,,,,,147,"bed and breakfast, B&B",,"Il B&B Al Terrazzo Fiorito si trova nell'antico borgo marinaro di Sferracavallo (Km.10 dal centro storico di Palermo , a km.10 dal porto, a km. 18 dall' aereoporto ) , da sempre luogo di villeggiatura e turismo. Sferracavallo offre da sempre una vasta scelta di luoghi da visitare ?? che ne fanno il posto ideale per gite giornaliere di particolare interesse. Dal B&B Al Terrazzo fiorito sar?? facile raggiungere mete turistiche quali Monreale, Cefal??, Erice , Imera, Segesta, Selinunte, ect . grazie ad efficienti servizi pubblici e alla sua posizione strategica. Per una vacanza di assoluto relax, Sferracavallo offre bellezze naturali ineguali come La riserva di Capo Gallo e una moltitudine piccole trattorie dove si possono gustare ottimi piatti tipici a base di frutti di mare e pesce. Il B&B fruisce di uno splendido terrazzo dove i profumi degli agrumi si mescolano quelli dei fioriche copiosi sbocciano nei numerosi vasi.",2,,,Palermo - Sferracavallo,,Al Terrazzo Fiorito,091530036,http://www.bbalterrazzo.it,,,accoglienza,,,,info@bbalterrazzo.it,,,,Al Terrazzo Fiorito,,,3339298284 - 3473594039
,,90138,,,Matteo Ciriminna,,148,"bed and breakfast, B&B",,"Al tribunale si trova in pieno centro di fronte il Palazzo di Giustizia, proprio a due passi dal Teatro Massimo. Grazie alla sua posizione raggiungerete a piedi tutti i posti di interesse turistico come la maestosa Cattedrale, il Palazzo dei Normanni, la Cappella Palatina, sita all'interno del palazzo stesso, il Politeama, il Mercato delle Pulci, il Mercato del Capo, il variopinto Mercato della Vucciria e tanti altri posti e monumenti che renderanno il vostro soggiorno unico ed indimenticabile. Situato al primo piano di un palazzo anni '30, ?? composto da 4 stanze (doppie, triple e quadruple), raffinate ed eleganti, caratterizzate da tetti a volta e pavimenti in maioliche antiche. All'interno di ciascuna stanza potrete godere di ogni confort: tv, climatizzatore e bagno in camera. Durante la stagione fredda saremo lieti di servirvi la colazione nella comoda cucina, mentre in estate potrete fruire del giardino contornato da alberi di limoni, nespole e arance in perfetto stile siciliano. Al tribunale ??, inoltre, particolarmente indicato per quanti dovranno intrattenersi nel centro di Palermo per motivi di lavoro, poich?? potranno raggiungere ogni destinazione con molta semplicit??, sia a piedi che con i mezzi pubblici. Per tutti i nostri ospiti sar?? possibile usufruire di un parcheggio convenzionato.",3,,,Palermo,,Al Tribunale,0917846660,http://www.altribunale.com,,,accoglienza,,,,altribunale@gmail.com,,,,Al Tribunale,,,3202237563
,,90141,,,Lorenza Di Dio,,149,"bed and breakfast, B&B",,,2,,,Palermo,,Al Viandante,,http://www.alviandante.com,,,accoglienza,,,,info@alviandante.com,,,3,Al Viandante,,,3385954546
,,90151,,,,,150,"bed and breakfast, B&B",,,2,,,Palermo,,Alemar,0916254349 - 091451484,,,,accoglienza,,,,,,,3,Alemar,,,3357638205
,,90136,,,,,151,"bed and breakfast, B&B",,,3,,,Palermo,,Alla Falconara,0916730867,,,,accoglienza,,,,rinopi1@alice.it,,,3,Alla Falconara,,,3497593553
,,90133,,,,,152,"bed and breakfast, B&B",,,3,,,Palermo,,Alla Martorana,0917842578,http://www.allamartorana.it,,,accoglienza,,,,info@allamartorana.it,,,4,Alla Martorana,,,3402443075
,,90134,,,Adriano Ribeiro,,154,"bed and breakfast, B&B",,,3,,,Palermo,,Alvorada,091320644,,,,accoglienza,,,,alvorada@live.it,,,5,Alvorada,,,3806855896 - 3394189434
,,90139,,,,,155,"bed and breakfast, B&B",,"Il Bed&Breakfast Amari 58 ?? un moderno ed accogliente B&B situato nella strada che congiunge il Porto a piazza Ruggero Settimo dove si trova il Teatro Politeama Garibaldi. Per la sua incantevole posizione, unica e privilegiata lo rende il luogo perfetto per trascorrere le proprie vacanze o soggiorni lavorativi vivendo la citt?? piacevolmente a piedi, tra le numerose attrazioni culturali e monumenti; Presenti nei dintorni: bar, ristoranti ed i tradizionali mercati. Ha inoltre il grande vantaggio di essere vicinissimo alla fermata dei bus turistici e da quella della navetta da e verso l'aeroporto Appena ristrutturato e dotato di ogni comfort, Amari 58 si compone di 3 belle e comode stanze da letto con bagno in camera, TV, climatizzatore, connessione Wi-Fi, tutte prospicienti sulla Via Emerico Amari, la colazione ?? servita tutte le mattine in una accogliente e vivace sala colazione, offriamo latte, the, caff????, succo di frutta, cereali, torte fatte in casa, pane, marmellate. Gestita direttamente dai proprietari la struttura offre un'ospitalit?? cordiale e pronta a soddisfare le vostre esigenze. A richiesta gratuitamente mettiamo a disposizione degli ospiti con bambini, lettino da campeggio, riduttore wc, scalda biberon, seggiolone per la pappa.",3,,,Palermo,,Amari 58,,http://www.bbamari58palermo.it,,,accoglienza,,,,info@bbamari58palermo.it,,,,Amari 58,,,3287146507
,,90139,,,,,156,"bed and breakfast, B&B",,"Tra il Teatro Politeama Garibaldi e il Teatro Massimo di Palermo troverete il salotto di Palermo, cos?? i palermitani chiamano la via Principe di Belmonte. Una via pedonale che vi sapr?? coccolare con la sua eleganza: inizia, infatti, con un profumatissimo fioraio, continua con la deliziosa Caffetteria Spinnato, per poi lasciare spazio allo shopping pi?? sfrenato, in un susseguirsi di negozi e di esercizi commerciali tra cui il B&b Am??lie. La via ?? un porto sicuro di Palermo popolata da un brulicare di persone durante il giorno e lusingata dalle note del pianoforte della Caffetteria di sera. E' da questa via tranquilla, sicura, ben illuminata e pulita di Palermo che inizier?? il vostro tour per il centro della citt??! - Composizione descrizione: Il b&b Am??lie ?? dotato di 2 camere matrimoniali con bagno in camera 2 camere con bagno privato esterno 1 camera tripla con bagno privato esterno Il B&b ha quindi 5 camere e 5 bagni per un totale di 11 posti letto.",3,,,Palermo,,Amelie,091335920,http://www.bb-amelie.it,,,accoglienza,,,,info@bb-amelie.it,,,,Amelie,,,3288654824
,,90142,,,,,158,"bed and breakfast, B&B",,,3,,,Palermo - Addaura,,Arbaria,09154284,http://www.arbariabnb.it,,,accoglienza,,,,arbaria@gmail.com,,,2,Arbaria,,,3939292222
,,90133,,,,,160,"bed and breakfast, B&B",,"Artepalermo ?? un Bed&Breakfast situato nel cuore di Palermo, all'ultimo piano di un'antica casa popolare, sensa ascensore, a pochi passi dai mercati, negozi, ristoranti, monumenti e musei. Abiterete nella casa di un'artista e potrete visitarne il laboratorio.",1,,,Palermo,,Arte Palermo,091325780,http://www.palermo-bed-and-breakfast.com,,,accoglienza,,,,marjolein_wortmann@hotmail.com,,,,Arte Palermo,,,
,,90134,,,,,280,casa vacanze,,2 trivani13,1,,,Palermo,0918771577,Porta di Castro 2,0917025564,http://www.bebportadicastro.it,,,accoglienza,,,,bebportadicastro@gmail.com,,,6,Porta di Castro 2,,,328/2639433
,,90134,,,,,279,casa vacanze,,4 bivani,1,,,Palermo,091584980,Porta Carini,3476854034,http://www.casavacanzeportacarini.it,,,accoglienza,,,,portacarinivacanze@libero.it,,,8,Porta Carini,,,
,,90139,,,,,277,casa vacanze,,3 bivani,1,,,Palermo,091323563,Palazzo Gallo,091328309,http://www.palazzogallo.com,,,accoglienza,,,,info@palazzogallo.com,,,9,Palazzo Gallo,,,335/8452933
,,90133,,,,,276,casa vacanze,,1 trivani,1,,,Palermo,0917817486,Ex Locanda Termini,0916172748,http://www.exlocandatermini.it,,,accoglienza,,,,exlocandatermini@libero.it,,,3,Ex Locanda Termini,,,3897886893
,,90129,,,,,281,casa vacanze,,3 trivani; 1 quadrivani,1,,,Palermo,,Villa Cacace,,,,,accoglienza,,,,fabricacace@tiscali.it,,,13,Villa Cacace,,,3939569440
,,90134,,,,,278,casa vacanze,,5 bivani; 1 monovano,1,,,Palermo,,Palazzo Prestipino,0916101172,http://www.palazzoprestipino.it,,,accoglienza,,,,info@palazzoprestipino.it,,,,Palazzo Prestipino,,,3296891100 - 3405379546
,,90134,,,,,275,casa vacanze,,2 bivani,1,,,Palermo,,Casa Orioles per vacanze,0916526890,http://www.casaorioles.it,,,accoglienza,,,,contact@casaorioles.it,,,,Casa Orioles per vacanze,,,335/6310867
,,90142,,,,,274,casa vacanze,,4 bivani,1,,,Palermo,0916850224,Alla Marina di Villa Igiea,0916851557,http://www.bagliodicalabruca.it,,,accoglienza,,,,postmaster@bagliodicalabruca.it,,,,Alla Marina di Villa Igiea,,,
,,90134,,,,,111,affittacamere,,,2,,,Palermo,,Casa Orioles,0916526890,http://www.casaorioles.it,,,accoglienza,,,,contact@casaorioles.it,,,3,Casa Orioles,,,3356310867
,,90151,,,Giosu?? Corrao,,128,affittacamere,,,1,,,Palermo - Mondello,,Touristhouse Mondello,0916841275,http://www.mondellobaglio.com,,,accoglienza,,,,mondellobaglio@libero.it,,,4,Touristhouse Mondello,,,3389762187
,,90146,,,Alberto Coppola,,127,affittacamere,,,1,,,Palermo,,Tonnara Bordonaro,0916372267,http://www.kursaaltonnara.it,,,accoglienza,,,,info@kursaalsrl.it - booking@kursaalsrl.it,,,4,Tonnara Bordonaro,,,3483361567
,,90138,,,,,126,affittacamere,,"benvenuti in Sky Sleeping Si tratta di una struttura ricettiva a 3 stelle situata in un panoramico attico di un palazzo anni '60, composto da 5 stanze (singole, doppie e triple) per un totale di n. 10 posti letto. Durante la stagione fredda saremo lieti di servirvi la colazione nella sala arancione, mentre in estate potrete fruire del panorama offerto dalla splendida terrazza antistante. Sky Sleeping si trova nella zona del Tribunale, proprio a due passi dal Teatro Massimo. Grazie alla posizione centrale del B&B raggiungerete a piedi tutti i posti di interesse turistico e folkloristico, come la maestosa Cattedrale, il Palazzo dei Normanni e la Cappella Palatina, sita all'interno del palazzo stesso, il Politeama, il Mercato delle Pulci, il Mercato del Capo, il variopinto Mercato della Vucciria e tanti altri posti e monumenti che renderanno il vostro soggiorno unico ed indimenticabile. Vi consigliamo, inoltre, di gustare alcune specialit?? della cucina siciliana e palermitana; non esitate, dunque, a soffermarvi in una delle molteplici pasticcerie, trattorie, rosticcerie e friggitorie che incontrerete camminando per le strade principali e per i vicoli del centro storico e che inebrieranno i vostri sensi con i profumi accattivanti della nostra gastronomia. Sky Sleeping ??, inoltre, particolarmente indicato per quanti dovranno intrattenersi nel centro di Palermo per motivi di lavoro, poich?? potranno raggiungere ogni destinazione con molta semplicit??, sia a piedi che con i mezzi pubblici. Siamo a due passi dalle principali cliniche private palermitane. Clinica Macchiarella (150 mt), Clinica Demma (300 mt.) Clinica Noto (500 mt.) Clinica Orestano (500 mt.) Clinica Torina (500 mt.) Clinica Candela (700 mt.) Per tutti i nostri ospiti sar?? possibile usufruire di un parcheggio convenzionato a pagamento all'interno dello stesso stabile.",3,,,Palermo,,Sky Sleeping,0916113581,http://www.skysleeping.com,,,accoglienza,,,,booking@skysleeping.com,,,,Sky Sleeping,,,
,,90142,,,Sebastiano Quartararo,,125,affittacamere,,,2,,,Palermo,,Seven Rooms,091361696,http://www.sevenrooms.it/web/index_en.html,,,accoglienza,,,,info@sevenrooms.it,,,6,Seven Rooms,,,
,,90133,,,,,124,affittacamere,,,1,,,Palermo,,Roma Street,0917920209,,,,accoglienza,,,,ctbpalermo@libero.it,,,6,Roma Street,,,3396301103
,,90139,,,,,123,affittacamere,,,3,,,Palermo,,Residenza Wagner,0919824479,http://www.residenzawagner.com,,,accoglienza,,,,info@residenzawagner.com,,,6,Residenza Wagner,,,
